1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
2374, none, terralith:cave/mantle_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
2375, none, terralith:cave/mantle_caves, MONSTER, minecraft:skeleton, 30, 4, 4
2376, none, terralith:cave/mantle_caves, MONSTER, minecraft:creeper, 30, 4, 4
2377, none, terralith:cave/mantle_caves, MONSTER, minecraft:slime, 30, 4, 4
2378, none, terralith:cave/mantle_caves, MONSTER, minecraft:enderman, 5, 1, 4
2379, none, terralith:cave/mantle_caves, MONSTER, minecraft:witch, 5, 1, 1
2380, none, terralith:cave/mantle_caves, MONSTER, quark:toretoise, 30, 2, 4
2381, none, terralith:cave/mantle_caves, MONSTER, quark:stoneling, 30, 1, 1
2382, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2383, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2384, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2385, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2386, none, terralith:cave/mantle_caves, AMBIENT, minecraft:bat, 10, 8, 8
2387, none, terralith:cave/mantle_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
2388, none, terralith:cave/mantle_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2389, none, terralith:cave/mantle_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2390, none, terralith:gravel_desert, MONSTER, minecraft:spider, 30, 4, 4
2391, none, terralith:gravel_desert, MONSTER, minecraft:zombie, 30, 4, 4
2392, none, terralith:gravel_desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
2393, none, terralith:gravel_desert, MONSTER, minecraft:skeleton, 20, 4, 4
2394, none, terralith:gravel_desert, MONSTER, minecraft:slime, 30, 4, 4
2395, none, terralith:gravel_desert, MONSTER, minecraft:enderman, 5, 1, 4
2396, none, terralith:gravel_desert, MONSTER, minecraft:witch, 5, 1, 1
2397, none, terralith:gravel_desert, MONSTER, minecraft:stray, 30, 4, 4
2398, none, terralith:gravel_desert, MONSTER, quark:toretoise, 30, 2, 4
2399, none, terralith:gravel_desert, MONSTER, quark:stoneling, 30, 1, 1
2400, none, terralith:gravel_desert, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2401, none, terralith:gravel_desert, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
2402, none, terralith:gravel_desert, CREATURE, minecraft:rabbit, 10, 2, 3
2403, none, terralith:gravel_desert, CREATURE, minecraft:polar_bear, 1, 1, 2
2404, none, terralith:gravel_desert, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2405, none, terralith:gravel_desert, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2406, none, terralith:gravel_desert, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2407, none, terralith:gravel_desert, CREATURE, finsandtails:wherble, 3, 2, 6
2408, none, terralith:gravel_desert, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2409, none, terralith:gravel_desert, AMBIENT, minecraft:bat, 10, 8, 8
2410, none, terralith:gravel_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2411, none, terralith:volcanic_crater, MONSTER, minecraft:spider, 30, 4, 4
2412, none, terralith:volcanic_crater, MONSTER, minecraft:zombie, 30, 4, 4
2413, none, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 5, 1, 1
2414, none, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 30, 4, 4
2415, none, terralith:volcanic_crater, MONSTER, minecraft:creeper, 30, 4, 4
2416, none, terralith:volcanic_crater, MONSTER, minecraft:slime, 30, 4, 4
2417, none, terralith:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
2418, none, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
2419, none, terralith:volcanic_crater, MONSTER, quark:toretoise, 30, 2, 4
2420, none, terralith:volcanic_crater, MONSTER, quark:stoneling, 30, 1, 1
2421, none, terralith:volcanic_crater, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2422, none, terralith:volcanic_crater, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2423, none, terralith:volcanic_crater, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2424, none, terralith:volcanic_crater, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2425, none, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
2426, none, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2427, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:spider, 30, 4, 4
2428, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:zombie, 30, 4, 4
2429, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2430, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:skeleton, 30, 4, 4
2431, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:creeper, 30, 4, 4
2432, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:slime, 30, 4, 4
2433, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:enderman, 5, 1, 4
2434, extreme_hills, terralith:scarlet_mountains, MONSTER, minecraft:witch, 5, 1, 1
2435, extreme_hills, terralith:scarlet_mountains, MONSTER, quark:toretoise, 30, 2, 4
2436, extreme_hills, terralith:scarlet_mountains, MONSTER, quark:stoneling, 30, 1, 1
2437, extreme_hills, terralith:scarlet_mountains, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2438, extreme_hills, terralith:scarlet_mountains, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2439, extreme_hills, terralith:scarlet_mountains, CREATURE, quark:shiba, 30, 1, 3
2440, extreme_hills, terralith:scarlet_mountains, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2441, extreme_hills, terralith:scarlet_mountains, CREATURE, finsandtails:wherble, 3, 2, 6
2442, extreme_hills, terralith:scarlet_mountains, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2443, extreme_hills, terralith:scarlet_mountains, CREATURE, meadow:highland_cattle, 5, 1, 3
2444, extreme_hills, terralith:scarlet_mountains, CREATURE, meadow:horned_sheep, 5, 1, 3
2445, extreme_hills, terralith:scarlet_mountains, AMBIENT, minecraft:bat, 10, 8, 8
2446, extreme_hills, terralith:scarlet_mountains, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2447, extreme_hills, terralith:scarlet_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2448, none, terralith:lush_desert, MONSTER, minecraft:spider, 30, 4, 4
2449, none, terralith:lush_desert, MONSTER, minecraft:zombie, 19, 4, 4
2450, none, terralith:lush_desert, MONSTER, minecraft:zombie_villager, 1, 1, 1
2451, none, terralith:lush_desert, MONSTER, minecraft:skeleton, 30, 4, 4
2452, none, terralith:lush_desert, MONSTER, minecraft:creeper, 30, 4, 4
2453, none, terralith:lush_desert, MONSTER, minecraft:slime, 30, 4, 4
2454, none, terralith:lush_desert, MONSTER, minecraft:enderman, 5, 1, 4
2455, none, terralith:lush_desert, MONSTER, minecraft:witch, 5, 1, 1
2456, none, terralith:lush_desert, MONSTER, minecraft:husk, 30, 4, 4
2457, none, terralith:lush_desert, MONSTER, quark:toretoise, 30, 2, 4
2458, none, terralith:lush_desert, MONSTER, quark:stoneling, 30, 1, 1
2459, none, terralith:lush_desert, CREATURE, minecraft:rabbit, 4, 2, 3
2460, none, terralith:lush_desert, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2461, none, terralith:lush_desert, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2462, none, terralith:lush_desert, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2463, none, terralith:lush_desert, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2464, none, terralith:lush_desert, CREATURE, ecologics:camel, 5, 1, 2
2465, none, terralith:lush_desert, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2466, none, terralith:lush_desert, AMBIENT, minecraft:bat, 10, 8, 8
2467, none, terralith:lush_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2468, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:bayad, 5, 1, 1
2469, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:boulti, 5, 1, 2
2470, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:capitaine, 5, 1, 2
2471, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:synodontis, 5, 1, 1
2472, none, terralith:arid_highlands, MONSTER, minecraft:spider, 30, 4, 4
2473, none, terralith:arid_highlands, MONSTER, minecraft:zombie, 30, 4, 4
2474, none, terralith:arid_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2475, none, terralith:arid_highlands, MONSTER, minecraft:skeleton, 30, 4, 4
2476, none, terralith:arid_highlands, MONSTER, minecraft:creeper, 30, 4, 4
2477, none, terralith:arid_highlands, MONSTER, minecraft:slime, 30, 4, 4
2478, none, terralith:arid_highlands, MONSTER, minecraft:enderman, 5, 1, 4
2479, none, terralith:arid_highlands, MONSTER, minecraft:witch, 5, 1, 1
2480, none, terralith:arid_highlands, MONSTER, quark:toretoise, 30, 2, 4
2481, none, terralith:arid_highlands, MONSTER, quark:stoneling, 30, 1, 1
2482, none, terralith:arid_highlands, CREATURE, minecraft:horse, 1, 2, 6
2483, none, terralith:arid_highlands, CREATURE, minecraft:donkey, 1, 1, 1
2484, none, terralith:arid_highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2485, none, terralith:arid_highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2486, none, terralith:arid_highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2487, none, terralith:arid_highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2488, none, terralith:arid_highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
2489, none, terralith:arid_highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
2490, none, terralith:arid_highlands, AMBIENT, minecraft:bat, 10, 8, 8
2491, none, terralith:arid_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2492, none, terralith:sakura_grove, MONSTER, minecraft:spider, 30, 4, 4
2493, none, terralith:sakura_grove, MONSTER, minecraft:zombie, 30, 4, 4
2494, none, terralith:sakura_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
2495, none, terralith:sakura_grove, MONSTER, minecraft:skeleton, 30, 4, 4
2496, none, terralith:sakura_grove, MONSTER, minecraft:creeper, 30, 4, 4
2497, none, terralith:sakura_grove, MONSTER, minecraft:slime, 30, 4, 4
2498, none, terralith:sakura_grove, MONSTER, minecraft:enderman, 5, 1, 4
2499, none, terralith:sakura_grove, MONSTER, minecraft:witch, 5, 1, 1
2500, none, terralith:sakura_grove, MONSTER, quark:toretoise, 30, 2, 4
2501, none, terralith:sakura_grove, MONSTER, quark:stoneling, 30, 1, 1
2502, none, terralith:sakura_grove, CREATURE, minecraft:rabbit, 4, 2, 3
2503, none, terralith:sakura_grove, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2504, none, terralith:sakura_grove, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2505, none, terralith:sakura_grove, CREATURE, friendsandfoes:moobloom, 30, 2, 4
2506, none, terralith:sakura_grove, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2507, none, terralith:sakura_grove, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2508, none, terralith:sakura_grove, AMBIENT, minecraft:bat, 10, 8, 8
2509, none, terralith:sakura_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2510, plains, terralith:birch_taiga, MONSTER, minecraft:spider, 30, 4, 4
2511, plains, terralith:birch_taiga, MONSTER, minecraft:zombie, 30, 4, 4
2512, plains, terralith:birch_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
2513, plains, terralith:birch_taiga, MONSTER, minecraft:skeleton, 30, 4, 4
2514, plains, terralith:birch_taiga, MONSTER, minecraft:slime, 30, 4, 4
2515, plains, terralith:birch_taiga, MONSTER, minecraft:enderman, 5, 1, 4
2516, plains, terralith:birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
2517, plains, terralith:birch_taiga, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
2518, plains, terralith:birch_taiga, MONSTER, quark:toretoise, 30, 2, 4
2519, plains, terralith:birch_taiga, MONSTER, quark:stoneling, 30, 1, 1
2520, plains, terralith:birch_taiga, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2521, plains, terralith:birch_taiga, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2522, plains, terralith:birch_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2523, plains, terralith:birch_taiga, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2524, plains, terralith:birch_taiga, CREATURE, finsandtails:wherble, 3, 2, 6
2525, plains, terralith:birch_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2526, plains, terralith:birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
2527, plains, terralith:birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2528, desert, terralith:sandstone_valley, MONSTER, minecraft:spider, 30, 4, 4
2529, desert, terralith:sandstone_valley, MONSTER, minecraft:zombie, 19, 4, 4
2530, desert, terralith:sandstone_valley, MONSTER, minecraft:zombie_villager, 1, 1, 1
2531, desert, terralith:sandstone_valley, MONSTER, minecraft:skeleton, 30, 4, 4
2532, desert, terralith:sandstone_valley, MONSTER, minecraft:slime, 30, 4, 4
2533, desert, terralith:sandstone_valley, MONSTER, minecraft:enderman, 5, 1, 4
2534, desert, terralith:sandstone_valley, MONSTER, minecraft:witch, 5, 1, 1
2535, desert, terralith:sandstone_valley, MONSTER, minecraft:husk, 30, 4, 4
2536, desert, terralith:sandstone_valley, MONSTER, quark:toretoise, 30, 2, 4
2537, desert, terralith:sandstone_valley, MONSTER, quark:stoneling, 30, 1, 1
2538, desert, terralith:sandstone_valley, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2539, desert, terralith:sandstone_valley, MONSTER, creeperoverhaul:desert_creeper, 30, 2, 2
2540, desert, terralith:sandstone_valley, CREATURE, minecraft:rabbit, 4, 2, 3
2541, desert, terralith:sandstone_valley, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2542, desert, terralith:sandstone_valley, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2543, desert, terralith:sandstone_valley, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2544, desert, terralith:sandstone_valley, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2545, desert, terralith:sandstone_valley, CREATURE, ecologics:camel, 5, 1, 2
2546, desert, terralith:sandstone_valley, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2547, desert, terralith:sandstone_valley, AMBIENT, minecraft:bat, 10, 8, 8
2548, desert, terralith:sandstone_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2549, none, terralith:warm_river, MONSTER, minecraft:spider, 30, 4, 4
2550, none, terralith:warm_river, MONSTER, minecraft:zombie, 30, 4, 4
2551, none, terralith:warm_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
2552, none, terralith:warm_river, MONSTER, minecraft:skeleton, 30, 4, 4
2553, none, terralith:warm_river, MONSTER, minecraft:creeper, 30, 4, 4
2554, none, terralith:warm_river, MONSTER, minecraft:slime, 30, 4, 4
2555, none, terralith:warm_river, MONSTER, minecraft:enderman, 5, 1, 4
2556, none, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
2557, none, terralith:warm_river, MONSTER, minecraft:drowned, 30, 1, 1
2558, none, terralith:warm_river, MONSTER, quark:toretoise, 30, 2, 4
2559, none, terralith:warm_river, MONSTER, quark:stoneling, 30, 1, 1
2560, none, terralith:warm_river, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2561, none, terralith:warm_river, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2562, none, terralith:warm_river, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2563, none, terralith:warm_river, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2564, none, terralith:warm_river, CREATURE, upgrade_aquatic:goose, 5, 1, 3
2565, none, terralith:warm_river, CREATURE, meadow:water_buffalo, 5, 1, 3
2566, none, terralith:warm_river, CREATURE, finsandtails:flatback_leaf_snail, 3, 1, 1
2567, none, terralith:warm_river, AMBIENT, minecraft:bat, 10, 8, 8
2568, none, terralith:warm_river, AMBIENT, finsandtails:river_pebble_snail, 10, 1, 2
2569, none, terralith:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2570, none, terralith:warm_river, WATER_CREATURE, minecraft:squid, 20, 1, 4
2571, none, terralith:warm_river, WATER_CREATURE, finsandtails:papa_wee, 5, 1, 2
2572, none, terralith:warm_river, WATER_CREATURE, finsandtails:golden_river_ray, 10, 1, 3
2573, none, terralith:warm_river, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
2574, none, terralith:warm_river, WATER_AMBIENT, finsandtails:wee_wee, 10, 3, 3
2575, none, terralith:warm_river, WATER_AMBIENT, aquaculture:arapaima, 5, 1, 1
2576, none, terralith:warm_river, WATER_AMBIENT, aquaculture:brown_trout, 5, 1, 4
2577, none, terralith:warm_river, WATER_AMBIENT, aquaculture:gar, 5, 1, 1
2578, none, terralith:warm_river, WATER_AMBIENT, aquaculture:catfish, 5, 1, 3
2579, none, terralith:warm_river, WATER_AMBIENT, crittersandcompanions:koi_fish, 4, 2, 5
2580, none, terralith:savanna_slopes, MONSTER, minecraft:spider, 30, 4, 4
2581, none, terralith:savanna_slopes, MONSTER, minecraft:zombie, 30, 4, 4
2582, none, terralith:savanna_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
2583, none, terralith:savanna_slopes, MONSTER, minecraft:skeleton, 30, 4, 4
2584, none, terralith:savanna_slopes, MONSTER, minecraft:creeper, 30, 4, 4
2585, none, terralith:savanna_slopes, MONSTER, minecraft:slime, 30, 4, 4
2586, none, terralith:savanna_slopes, MONSTER, minecraft:enderman, 5, 1, 4
2587, none, terralith:savanna_slopes, MONSTER, minecraft:witch, 5, 1, 1
2588, none, terralith:savanna_slopes, MONSTER, quark:toretoise, 30, 2, 4
2589, none, terralith:savanna_slopes, MONSTER, quark:stoneling, 30, 1, 1
2590, none, terralith:savanna_slopes, CREATURE, minecraft:horse, 1, 2, 6
2591, none, terralith:savanna_slopes, CREATURE, minecraft:donkey, 1, 1, 1
2592, none, terralith:savanna_slopes, CREATURE, minecraft:llama, 8, 4, 4
2593, none, terralith:savanna_slopes, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2594, none, terralith:savanna_slopes, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2595, none, terralith:savanna_slopes, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2596, none, terralith:savanna_slopes, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2597, none, terralith:savanna_slopes, CREATURE, environmental:tapir, 5, 1, 2
2598, none, terralith:savanna_slopes, CREATURE, meadow:sunset_cow, 5, 1, 3
2599, none, terralith:savanna_slopes, AMBIENT, minecraft:bat, 10, 8, 8
2600, none, terralith:savanna_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2601, none, dimdungeons:biome_dungeon, MONSTER, quark:toretoise, 30, 2, 4
2602, none, dimdungeons:biome_dungeon, MONSTER, quark:stoneling, 30, 1, 1
2603, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
2604, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:minnow, 3, 1, 5
2605, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
2606, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
2607, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
2608, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
2609, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
2610, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
2611, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
2612, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
2613, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
2614, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
2615, none, terralith:desert_spires, MONSTER, minecraft:spider, 30, 4, 4
2616, none, terralith:desert_spires, MONSTER, minecraft:zombie, 19, 4, 4
2617, none, terralith:desert_spires, MONSTER, minecraft:zombie_villager, 1, 1, 1
2618, none, terralith:desert_spires, MONSTER, minecraft:skeleton, 30, 4, 4
2619, none, terralith:desert_spires, MONSTER, minecraft:slime, 30, 4, 4
2620, none, terralith:desert_spires, MONSTER, minecraft:enderman, 5, 1, 4
2621, none, terralith:desert_spires, MONSTER, minecraft:witch, 5, 1, 1
2622, none, terralith:desert_spires, MONSTER, minecraft:husk, 30, 4, 4
2623, none, terralith:desert_spires, MONSTER, quark:toretoise, 30, 2, 4
2624, none, terralith:desert_spires, MONSTER, quark:stoneling, 30, 1, 1
2625, none, terralith:desert_spires, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2626, none, terralith:desert_spires, MONSTER, creeperoverhaul:desert_creeper, 30, 2, 2
2627, none, terralith:desert_spires, CREATURE, minecraft:rabbit, 4, 2, 3
2628, none, terralith:desert_spires, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2629, none, terralith:desert_spires, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2630, none, terralith:desert_spires, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2631, none, terralith:desert_spires, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2632, none, terralith:desert_spires, CREATURE, ecologics:camel, 5, 1, 2
2633, none, terralith:desert_spires, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2634, none, terralith:desert_spires, AMBIENT, minecraft:bat, 10, 8, 8
2635, none, terralith:desert_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2636, none, terralith:skylands_summer, MONSTER, minecraft:spider, 30, 4, 4
2637, none, terralith:skylands_summer, MONSTER, minecraft:zombie, 30, 4, 4
2638, none, terralith:skylands_summer, MONSTER, minecraft:zombie_villager, 5, 1, 1
2639, none, terralith:skylands_summer, MONSTER, minecraft:skeleton, 30, 4, 4
2640, none, terralith:skylands_summer, MONSTER, minecraft:creeper, 30, 4, 4
2641, none, terralith:skylands_summer, MONSTER, minecraft:slime, 30, 4, 4
2642, none, terralith:skylands_summer, MONSTER, minecraft:enderman, 5, 1, 4
2643, none, terralith:skylands_summer, MONSTER, minecraft:witch, 5, 1, 1
2644, none, terralith:skylands_summer, MONSTER, minecraft:drowned, 5, 1, 1
2645, none, terralith:skylands_summer, MONSTER, quark:toretoise, 30, 2, 4
2646, none, terralith:skylands_summer, MONSTER, quark:stoneling, 30, 1, 1
2647, none, terralith:skylands_summer, CREATURE, minecraft:parrot, 6, 1, 1
2648, none, terralith:skylands_summer, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2649, none, terralith:skylands_summer, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2650, none, terralith:skylands_summer, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2651, none, terralith:skylands_summer, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2652, none, terralith:skylands_summer, AMBIENT, minecraft:bat, 10, 8, 8
2653, none, terralith:skylands_summer, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2654, none, terralith:skylands_summer, WATER_CREATURE, minecraft:squid, 10, 1, 4
2655, none, terralith:skylands_summer, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
2656, none, terralith:skylands_summer, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2657, taiga, terralith:forested_highlands, MONSTER, minecraft:spider, 30, 4, 4
2658, taiga, terralith:forested_highlands, MONSTER, minecraft:zombie, 30, 4, 4
2659, taiga, terralith:forested_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2660, taiga, terralith:forested_highlands, MONSTER, minecraft:skeleton, 30, 4, 4
2661, taiga, terralith:forested_highlands, MONSTER, minecraft:slime, 30, 4, 4
2662, taiga, terralith:forested_highlands, MONSTER, minecraft:enderman, 5, 1, 4
2663, taiga, terralith:forested_highlands, MONSTER, minecraft:witch, 5, 1, 1
2664, taiga, terralith:forested_highlands, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
2665, taiga, terralith:forested_highlands, MONSTER, quark:toretoise, 30, 2, 4
2666, taiga, terralith:forested_highlands, MONSTER, quark:stoneling, 30, 1, 1
2667, taiga, terralith:forested_highlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2668, taiga, terralith:forested_highlands, CREATURE, minecraft:horse, 5, 2, 6
2669, taiga, terralith:forested_highlands, CREATURE, minecraft:donkey, 1, 1, 3
2670, taiga, terralith:forested_highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2671, taiga, terralith:forested_highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2672, taiga, terralith:forested_highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2673, taiga, terralith:forested_highlands, CREATURE, finsandtails:wherble, 3, 2, 6
2674, taiga, terralith:forested_highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2675, taiga, terralith:forested_highlands, CREATURE, biomemakeover:rootling, 5, 2, 4
2676, taiga, terralith:forested_highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
2677, taiga, terralith:forested_highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
2678, taiga, terralith:forested_highlands, CREATURE, mythicmounts:direwolf, 20, 2, 4
2679, taiga, terralith:forested_highlands, AMBIENT, minecraft:bat, 10, 8, 8
2680, taiga, terralith:forested_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2681, forest, terralith:cloud_forest, MONSTER, minecraft:spider, 30, 4, 4
2682, forest, terralith:cloud_forest, MONSTER, minecraft:zombie, 30, 4, 4
2683, forest, terralith:cloud_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2684, forest, terralith:cloud_forest, MONSTER, minecraft:skeleton, 30, 4, 4
2685, forest, terralith:cloud_forest, MONSTER, minecraft:slime, 30, 4, 4
2686, forest, terralith:cloud_forest, MONSTER, minecraft:enderman, 5, 1, 4
2687, forest, terralith:cloud_forest, MONSTER, minecraft:witch, 5, 1, 1
2688, forest, terralith:cloud_forest, MONSTER, quark:toretoise, 30, 2, 4
2689, forest, terralith:cloud_forest, MONSTER, quark:stoneling, 30, 1, 1
2690, forest, terralith:cloud_forest, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
2691, forest, terralith:cloud_forest, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2692, forest, terralith:cloud_forest, CREATURE, minecraft:pig, 10, 8, 8
2693, forest, terralith:cloud_forest, CREATURE, minecraft:chicken, 10, 8, 8
